id,type,exec_time,period,deadline,abs_deadline,energy_cost,comm_latency,arrival_time
11,periodic,3.1834915510996846,20.0,15.0,215.0,0.75,1.14,200.0
51,periodic,4.706888613165692,20.0,15.0,215.0,1.25,1.16,200.0
166,periodic,12.186449589944633,50.0,36.0,236.0,3.0,0.62,200.0
186,periodic,6.023071198255675,25.0,18.0,218.0,1.5,1.16,200.0
215,periodic,10.150578685971084,40.0,28.0,228.0,2.5,1.22,200.0
360,sporadic,16.3,32.6,74.9,275.20000000000005,3.26,2.48,200.3
88,periodic,8.184498198659986,30.0,20.0,230.0,2.0,0.53,210.0
122,periodic,4.013669629319176,15.0,12.0,222.0,1.0,1.42,210.0
236,periodic,6.944559621799952,35.0,25.0,235.0,1.75,0.95,210.0
405,aperiodic,11.9,0.0,89.8,304.4,1.78,1.93,214.6
12,periodic,2.9041503099107953,20.0,15.0,235.0,0.75,0.49,220.0
52,periodic,5.109026221415945,20.0,15.0,235.0,1.25,0.94,220.0
281,periodic,4.957026807940847,22.0,15.0,235.0,1.25,0.74,220.0
312,periodic,10.81555057607091,55.0,35.0,255.0,2.75,0.44,220.0
123,periodic,3.822555519654122,15.0,12.0,237.0,1.0,1.16,225.0
187,periodic,6.145170046703686,25.0,18.0,243.0,1.5,1.1,225.0
258,periodic,9.151205894132872,45.0,32.0,257.0,2.25,1.3,225.0
394,aperiodic,10.8,0.0,37.3,262.4,1.62,3.12,225.1
378,aperiodic,2.6,0.0,18.1,247.5,0.39,1.81,229.4
406,aperiodic,3.7,0.0,28.6,263.40000000000003,0.56,2.22,234.8
13,periodic,3.274327843324069,20.0,15.0,255.0,0.75,0.7,240.0
53,periodic,4.860095113971526,20.0,15.0,255.0,1.25,1.07,240.0
89,periodic,7.758158488537294,30.0,20.0,260.0,2.0,0.82,240.0
124,periodic,3.8432115715695074,15.0,12.0,252.0,1.0,0.77,240.0
216,periodic,9.763952377938123,40.0,28.0,268.0,2.5,0.81,240.0
282,periodic,5.0035764738062465,22.0,15.0,257.0,1.25,0.71,242.0
347,sporadic,13.4,26.8,61.3,304.9,2.68,2.23,243.6
237,periodic,6.949464540461894,35.0,25.0,270.0,1.75,0.55,245.0
349,sporadic,10.4,20.8,30.6,279.3,2.08,2.93,248.7
167,periodic,12.172424705481284,50.0,36.0,286.0,3.0,0.43,250.0
188,periodic,5.9185328830687585,25.0,18.0,268.0,1.5,0.38,250.0
341,sporadic,4.6,9.2,15.2,268.2,0.92,1.13,253.0
125,periodic,4.103014133775983,15.0,12.0,267.0,1.0,0.66,255.0
400,aperiodic,13.6,0.0,95.5,353.2,2.04,3.27,257.7
14,periodic,2.755647506028089,20.0,15.0,275.0,0.75,0.42,260.0
54,periodic,4.766931304157525,20.0,15.0,275.0,1.25,0.82,260.0
283,periodic,5.209745376199747,22.0,15.0,279.0,1.25,1.29,264.0
346,sporadic,10.9,21.8,24.8,294.5,2.18,1.33,269.7
90,periodic,7.954147173811952,30.0,20.0,290.0,2.0,0.86,270.0
126,periodic,3.8897063177631126,15.0,12.0,282.0,1.0,1.2,270.0
259,periodic,8.851362919069429,45.0,32.0,302.0,2.25,0.4,270.0
373,aperiodic,12.2,0.0,89.0,359.2,1.83,1.61,270.2
189,periodic,6.0985426109467635,25.0,18.0,293.0,1.5,0.7,275.0
313,periodic,11.02151837923025,55.0,35.0,310.0,2.75,1.21,275.0
15,periodic,3.208496619808476,20.0,15.0,295.0,0.75,1.02,280.0
55,periodic,4.972234223797524,20.0,15.0,295.0,1.25,1.44,280.0
217,periodic,9.805532009023919,40.0,28.0,308.0,2.5,1.45,280.0
238,periodic,6.952086110664055,35.0,25.0,305.0,1.75,1.39,280.0
127,periodic,3.7435258686958943,15.0,12.0,297.0,1.0,0.85,285.0
284,periodic,4.763323322386399,22.0,15.0,301.0,1.25,1.45,286.0
16,periodic,3.1842769639646282,20.0,15.0,315.0,0.75,1.18,300.0
56,periodic,5.225511764226916,20.0,15.0,315.0,1.25,0.62,300.0
91,periodic,8.13744550967591,30.0,20.0,320.0,2.0,1.11,300.0
128,periodic,4.299072664512665,15.0,12.0,312.0,1.0,1.5,300.0
168,periodic,12.223300069743654,50.0,36.0,336.0,3.0,1.33,300.0
190,periodic,5.888349387035015,25.0,18.0,318.0,1.5,1.32,300.0
285,periodic,5.081351063660867,22.0,15.0,323.0,1.25,1.29,308.0
336,sporadic,13.3,26.6,63.9,376.79999999999995,2.66,1.86,312.9
409,aperiodic,10.9,0.0,41.1,356.0,1.64,0.85,314.9
129,periodic,3.74395643265978,15.0,12.0,327.0,1.0,0.56,315.0
239,periodic,7.050447648522535,35.0,25.0,340.0,1.75,1.13,315.0
260,periodic,8.711629972230007,45.0,32.0,347.0,2.25,0.95,315.0
17,periodic,3.0217368548728203,20.0,15.0,335.0,0.75,1.47,320.0
57,periodic,5.000351667830179,20.0,15.0,335.0,1.25,0.51,320.0
218,periodic,10.010774650266244,40.0,28.0,348.0,2.5,0.36,320.0
191,periodic,6.1318525578083705,25.0,18.0,343.0,1.5,0.66,325.0
353,sporadic,11.7,23.4,56.0,382.0,2.34,2.25,326.0
92,periodic,8.29049912681958,30.0,20.0,350.0,2.0,0.42,330.0
130,periodic,3.8591202488502407,15.0,12.0,342.0,1.0,1.42,330.0
286,periodic,5.1243851862236465,22.0,15.0,345.0,1.25,0.82,330.0
314,periodic,10.811089905462596,55.0,35.0,365.0,2.75,0.56,330.0
356,sporadic,17.9,35.8,84.8,414.8,3.58,0.79,330.0
393,aperiodic,9.8,0.0,44.5,377.5,1.47,2.53,333.0
329,sporadic,11.3,22.6,37.9,375.29999999999995,2.26,2.65,337.4
18,periodic,2.9271206263250122,20.0,15.0,355.0,0.75,0.96,340.0
58,periodic,5.247576703606892,20.0,15.0,355.0,1.25,1.34,340.0
364,aperiodic,8.6,0.0,49.2,391.09999999999997,1.29,1.63,341.9
131,periodic,4.228518504211864,15.0,12.0,357.0,1.0,1.36,345.0
169,periodic,11.833460230527399,50.0,36.0,386.0,3.0,1.28,350.0
192,periodic,5.885570797325192,25.0,18.0,368.0,1.5,0.79,350.0
240,periodic,7.214039219382361,35.0,25.0,375.0,1.75,1.22,350.0
287,periodic,5.140277182408035,22.0,15.0,367.0,1.25,1.46,352.0
371,aperiodic,9.9,0.0,37.3,395.40000000000003,1.49,3.89,358.1
401,aperiodic,2.2,0.0,12.5,370.6,0.33,2.85,358.1
19,periodic,3.197642798551797,20.0,15.0,375.0,0.75,1.04,360.0
59,periodic,4.87906687486918,20.0,15.0,375.0,1.25,1.07,360.0
93,periodic,7.941572769261361,30.0,20.0,380.0,2.0,0.71,360.0
132,periodic,3.9217162532433303,15.0,12.0,372.0,1.0,0.49,360.0
219,periodic,9.849518967795984,40.0,28.0,388.0,2.5,1.32,360.0
261,periodic,9.299944697105525,45.0,32.0,392.0,2.25,0.72,360.0
340,sporadic,17.2,34.4,60.2,425.5,3.44,0.7,365.3
344,sporadic,4.6,9.2,19.6,386.8,0.92,2.13,367.2
288,periodic,4.86204943783244,22.0,15.0,389.0,1.25,1.27,374.0
133,periodic,4.2002469727838845,15.0,12.0,387.0,1.0,1.14,375.0
193,periodic,5.941440232234635,25.0,18.0,393.0,1.5,0.65,375.0
20,periodic,3.2170241401864663,20.0,15.0,395.0,0.75,0.99,380.0
60,periodic,5.065382126862904,20.0,15.0,395.0,1.25,0.48,380.0
361,sporadic,9.8,19.6,47.1,429.40000000000003,1.96,2.55,382.3
241,periodic,6.928228617356627,35.0,25.0,410.0,1.75,0.31,385.0
315,periodic,10.990519152327625,55.0,35.0,420.0,2.75,1.17,385.0
389,aperiodic,2.6,0.0,15.7,405.3,0.39,3.66,389.6
94,periodic,8.217003521811675,30.0,20.0,410.0,2.0,0.6,390.0
134,periodic,4.06700665943557,15.0,12.0,402.0,1.0,1.48,390.0
289,periodic,5.022903743868953,22.0,15.0,411.0,1.25,0.88,396.0
21,periodic,3.122743101728954,20.0,15.0,415.0,0.75,0.35,400.0
61,periodic,5.1575064800450905,20.0,15.0,415.0,1.25,0.95,400.0
170,periodic,11.976181940807365,50.0,36.0,436.0,3.0,0.67,400.0
194,periodic,5.776372679435492,25.0,18.0,418.0,1.5,0.8,400.0
220,periodic,9.973877095282104,40.0,28.0,428.0,2.5,1.26,400.0
135,periodic,4.092385790626439,15.0,12.0,417.0,1.0,0.31,405.0
262,periodic,9.090086455949924,45.0,32.0,437.0,2.25,1.24,405.0
363,aperiodic,7.9,0.0,29.6,444.5,1.19,1.71,414.9
290,periodic,4.961344695802336,22.0,15.0,433.0,1.25,1.18,418.0
22,periodic,2.836738965390928,20.0,15.0,435.0,0.75,0.65,420.0
62,periodic,5.167175887178335,20.0,15.0,435.0,1.25,0.94,420.0
95,periodic,7.814125345064487,30.0,20.0,440.0,2.0,0.84,420.0
136,periodic,4.190262481069277,15.0,12.0,432.0,1.0,0.66,420.0
242,periodic,6.911055281603095,35.0,25.0,445.0,1.75,1.2,420.0
395,aperiodic,4.1,0.0,15.0,438.4,0.61,3.9,423.4
412,aperiodic,3.2,0.0,20.6,445.0,0.48,3.92,424.4
195,periodic,6.2642182024381095,25.0,18.0,443.0,1.5,1.11,425.0
355,sporadic,6.2,12.4,22.6,451.90000000000003,1.24,0.73,429.3
137,periodic,4.098033228979647,15.0,12.0,447.0,1.0,1.43,435.0
386,aperiodic,7.8,0.0,32.7,471.5,1.17,2.51,438.8
23,periodic,2.7478751861541766,20.0,15.0,455.0,0.75,0.58,440.0
63,periodic,4.700343137676766,20.0,15.0,455.0,1.25,0.69,440.0
221,periodic,10.100546639551812,40.0,28.0,468.0,2.5,1.49,440.0
291,periodic,4.861037322829535,22.0,15.0,455.0,1.25,1.32,440.0
316,periodic,11.285964213729834,55.0,35.0,475.0,2.75,0.93,440.0
379,aperiodic,3.7,0.0,20.9,461.79999999999995,0.56,3.27,440.9
365,aperiodic,4.3,0.0,27.9,469.4,0.64,1.32,441.5
345,sporadic,16.8,33.6,42.7,486.0,3.36,2.09,443.3
96,periodic,7.953128983900642,30.0,20.0,470.0,2.0,0.63,450.0
138,periodic,3.780574668636021,15.0,12.0,462.0,1.0,0.44,450.0
171,periodic,12.177207299491718,50.0,36.0,486.0,3.0,0.57,450.0
196,periodic,6.241683327439549,25.0,18.0,468.0,1.5,1.04,450.0
263,periodic,9.091052793146334,45.0,32.0,482.0,2.25,1.21,450.0
243,periodic,7.212068770341463,35.0,25.0,480.0,1.75,1.44,455.0
362,sporadic,8.0,16.0,23.2,479.09999999999997,1.6,3.0,455.9
392,aperiodic,9.9,0.0,71.2,529.1,1.49,3.66,457.9
24,periodic,2.7606008576458376,20.0,15.0,475.0,0.75,0.63,460.0
64,periodic,4.7116860454315,20.0,15.0,475.0,1.25,1.41,460.0
292,periodic,5.198438611334362,22.0,15.0,477.0,1.25,0.4,462.0
390,aperiodic,5.4,0.0,37.8,500.5,0.81,1.73,462.7
330,sporadic,17.9,35.8,52.2,516.6,3.58,2.02,464.4
139,periodic,3.7642215866256508,15.0,12.0,477.0,1.0,0.96,465.0
333,sporadic,4.0,8.0,13.4,480.5,0.8,1.23,467.1
354,sporadic,5.7,11.4,28.0,498.0,1.14,1.1,470.0
197,periodic,5.880569924739339,25.0,18.0,493.0,1.5,0.96,475.0
343,sporadic,17.3,34.6,86.5,566.2,3.46,1.17,479.7
25,periodic,3.0814106665586403,20.0,15.0,495.0,0.75,0.74,480.0
65,periodic,5.2272331266939105,20.0,15.0,495.0,1.25,1.3,480.0
97,periodic,7.84988386872926,30.0,20.0,500.0,2.0,1.41,480.0
140,periodic,3.86340892738889,15.0,12.0,492.0,1.0,1.03,480.0
222,periodic,10.057271391081652,40.0,28.0,508.0,2.5,1.44,480.0
293,periodic,5.228978710401663,22.0,15.0,499.0,1.25,0.59,484.0
384,aperiodic,6.1,0.0,36.2,524.2,0.91,1.99,488.0
244,periodic,6.951412769577893,35.0,25.0,515.0,1.75,1.2,490.0
367,aperiodic,11.7,0.0,57.7,550.4,1.75,3.37,492.7
372,aperiodic,6.1,0.0,39.4,533.7,0.91,3.48,494.3
141,periodic,4.1305673122832784,15.0,12.0,507.0,1.0,0.54,495.0
264,periodic,9.269767039629594,45.0,32.0,527.0,2.25,0.54,495.0
317,periodic,10.869799221964973,55.0,35.0,530.0,2.75,0.42,495.0
26,periodic,2.9221085802701294,20.0,15.0,515.0,0.75,0.55,500.0
66,periodic,4.884508475241597,20.0,15.0,515.0,1.25,0.37,500.0
172,periodic,11.714198660820871,50.0,36.0,536.0,3.0,0.53,500.0
198,periodic,5.700243563818373,25.0,18.0,518.0,1.5,0.64,500.0
391,aperiodic,9.6,0.0,58.6,561.1,1.44,3.02,502.5
294,periodic,4.978825079961939,22.0,15.0,521.0,1.25,1.03,506.0
399,aperiodic,13.6,0.0,99.3,606.8,2.04,3.93,507.5
98,periodic,7.9658784470320745,30.0,20.0,530.0,2.0,1.33,510.0
142,periodic,4.080542775331048,15.0,12.0,522.0,1.0,0.62,510.0
377,aperiodic,12.5,0.0,65.2,575.2,1.88,3.66,510.0
27,periodic,2.860186693229468,20.0,15.0,535.0,0.75,1.42,520.0
67,periodic,5.226805759522424,20.0,15.0,535.0,1.25,1.44,520.0
223,periodic,10.234855555486263,40.0,28.0,548.0,2.5,1.04,520.0
143,periodic,3.993119111289626,15.0,12.0,537.0,1.0,1.39,525.0
199,periodic,5.9579328899939,25.0,18.0,543.0,1.5,1.0,525.0
245,periodic,7.027679385840304,35.0,25.0,550.0,1.75,1.02,525.0
388,aperiodic,5.3,0.0,30.9,558.3,0.79,3.11,527.4
295,periodic,4.927393582476959,22.0,15.0,543.0,1.25,0.33,528.0
357,sporadic,15.7,31.4,54.9,588.8,3.14,1.77,533.9
339,sporadic,8.0,16.0,19.0,556.9,1.6,2.25,537.9
28,periodic,3.088821231147956,20.0,15.0,555.0,0.75,1.03,540.0
68,periodic,4.751392071240727,20.0,15.0,555.0,1.25,0.88,540.0
99,periodic,8.030195187469909,30.0,20.0,560.0,2.0,0.36,540.0
144,periodic,4.207662227976913,15.0,12.0,552.0,1.0,0.41,540.0
265,periodic,8.712228010392199,45.0,32.0,572.0,2.25,0.48,540.0
334,sporadic,7.2,14.4,29.7,571.2,1.44,1.64,541.5
370,aperiodic,8.3,0.0,43.9,590.1,1.25,1.93,546.2
173,periodic,11.896957170718624,50.0,36.0,586.0,3.0,1.34,550.0
200,periodic,6.092823374221843,25.0,18.0,568.0,1.5,0.86,550.0
296,periodic,5.210571701787475,22.0,15.0,565.0,1.25,0.52,550.0
318,periodic,10.816470546854644,55.0,35.0,585.0,2.75,0.57,550.0
145,periodic,3.954145463538236,15.0,12.0,567.0,1.0,0.63,555.0
29,periodic,2.8026831889188584,20.0,15.0,575.0,0.75,1.17,560.0
69,periodic,4.74152751108103,20.0,15.0,575.0,1.25,1.21,560.0
224,periodic,10.13156437676558,40.0,28.0,588.0,2.5,0.91,560.0
246,periodic,6.8323232165942915,35.0,25.0,585.0,1.75,0.56,560.0
352,sporadic,14.6,29.2,56.6,621.6,2.92,1.01,565.0
366,aperiodic,11.3,0.0,36.4,605.1,1.7,2.97,568.7
100,periodic,8.299569481047635,30.0,20.0,590.0,2.0,1.3,570.0
146,periodic,3.7021274134526694,15.0,12.0,582.0,1.0,1.23,570.0
297,periodic,4.827271910107843,22.0,15.0,587.0,1.25,1.26,572.0
201,periodic,5.965295879582884,25.0,18.0,593.0,1.5,0.56,575.0
335,sporadic,13.6,27.2,64.9,644.0,2.72,2.06,579.1
30,periodic,2.798041496257157,20.0,15.0,595.0,0.75,0.76,580.0
70,periodic,5.159500657584193,20.0,15.0,595.0,1.25,0.45,580.0
147,periodic,4.082268026380827,15.0,12.0,597.0,1.0,0.61,585.0
266,periodic,8.775732584924524,45.0,32.0,617.0,2.25,1.1,585.0
338,sporadic,6.3,12.6,18.4,603.8,1.26,1.92,585.4
328,sporadic,14.7,29.4,56.1,644.3000000000001,2.94,1.06,588.2
397,aperiodic,11.9,0.0,64.4,657.6999999999999,1.78,3.11,593.3
298,periodic,4.90420330589857,22.0,15.0,609.0,1.25,1.36,594.0
247,periodic,6.961501585627982,35.0,25.0,620.0,1.75,0.33,595.0
31,periodic,3.293714010381957,20.0,15.0,615.0,0.75,1.07,600.0
71,periodic,4.985169426859239,20.0,15.0,615.0,1.25,0.96,600.0
101,periodic,8.28139775437085,30.0,20.0,620.0,2.0,1.41,600.0
148,periodic,4.144738545008758,15.0,12.0,612.0,1.0,0.96,600.0
174,periodic,12.280133462429017,50.0,36.0,636.0,3.0,0.63,600.0
202,periodic,5.983911711545596,25.0,18.0,618.0,1.5,1.38,600.0
225,periodic,10.198341501832848,40.0,28.0,628.0,2.5,0.96,600.0
319,periodic,10.807664926211242,55.0,35.0,640.0,2.75,0.32,605.0
402,aperiodic,10.1,0.0,59.8,668.5999999999999,1.51,3.79,608.8
325,sporadic,17.2,34.4,59.1,668.2,3.44,1.5,609.1
337,sporadic,13.1,26.2,61.9,672.0,2.62,0.68,610.1
396,aperiodic,8.4,0.0,63.6,675.2,1.26,1.4,611.6
149,periodic,3.9566121513884074,15.0,12.0,627.0,1.0,0.31,615.0
299,periodic,5.120710250199321,22.0,15.0,631.0,1.25,0.63,616.0
348,sporadic,8.0,16.0,38.7,658.1,1.6,1.88,619.4
32,periodic,3.034169846264788,20.0,15.0,635.0,0.75,1.12,620.0
72,periodic,4.859033977364035,20.0,15.0,635.0,1.25,1.35,620.0
203,periodic,6.177614856076068,25.0,18.0,643.0,1.5,0.5,625.0
102,periodic,8.209217440648583,30.0,20.0,650.0,2.0,0.5,630.0
150,periodic,3.74514631604426,15.0,12.0,642.0,1.0,1.36,630.0
248,periodic,6.901677726219029,35.0,25.0,655.0,1.75,1.11,630.0
267,periodic,9.038381749158011,45.0,32.0,662.0,2.25,0.56,630.0
374,aperiodic,10.6,0.0,72.0,707.1,1.59,0.63,635.1
300,periodic,4.706090668663206,22.0,15.0,653.0,1.25,1.44,638.0
33,periodic,3.205711152113886,20.0,15.0,655.0,0.75,1.23,640.0
73,periodic,4.953882764120532,20.0,15.0,655.0,1.25,0.55,640.0
226,periodic,10.238324861939958,40.0,28.0,668.0,2.5,1.19,640.0
369,aperiodic,9.1,0.0,66.9,707.8,1.36,2.04,640.9
151,periodic,4.242357142935936,15.0,12.0,657.0,1.0,0.95,645.0
342,sporadic,5.3,10.6,25.9,673.0,1.06,1.94,647.1
323,sporadic,16.2,32.4,56.3,705.3,3.24,1.94,649.0
175,periodic,12.084889043164576,50.0,36.0,686.0,3.0,0.78,650.0
204,periodic,5.750877322035073,25.0,18.0,668.0,1.5,0.92,650.0
34,periodic,2.8374288431784627,20.0,15.0,675.0,0.75,0.34,660.0
74,periodic,5.023577653267675,20.0,15.0,675.0,1.25,1.18,660.0
103,periodic,7.991384675270431,30.0,20.0,680.0,2.0,0.56,660.0
152,periodic,4.20075701193161,15.0,12.0,672.0,1.0,1.0,660.0
301,periodic,4.751367777174813,22.0,15.0,675.0,1.25,1.16,660.0
320,periodic,11.020481053560598,55.0,35.0,695.0,2.75,0.63,660.0
249,periodic,6.942590001482582,35.0,25.0,690.0,1.75,0.5,665.0
153,periodic,3.7888562713404896,15.0,12.0,687.0,1.0,0.45,675.0
205,periodic,6.0797645134594775,25.0,18.0,693.0,1.5,0.7,675.0
268,periodic,9.11967898274769,45.0,32.0,707.0,2.25,1.22,675.0
35,periodic,2.889271828835449,20.0,15.0,695.0,0.75,0.62,680.0
75,periodic,4.820690638033818,20.0,15.0,695.0,1.25,0.67,680.0
227,periodic,9.984804662093833,40.0,28.0,708.0,2.5,0.61,680.0
302,periodic,4.993146708109272,22.0,15.0,697.0,1.25,1.21,682.0
380,aperiodic,4.0,0.0,13.6,698.4,0.6,2.67,684.8
104,periodic,7.940624175529671,30.0,20.0,710.0,2.0,0.37,690.0
154,periodic,3.8849550099580803,15.0,12.0,702.0,1.0,1.38,690.0
408,aperiodic,10.0,0.0,67.2,760.4000000000001,1.5,1.97,693.2
36,periodic,2.826589706151796,20.0,15.0,715.0,0.75,1.43,700.0
76,periodic,5.297089613996537,20.0,15.0,715.0,1.25,1.08,700.0
176,periodic,12.288689812318957,50.0,36.0,736.0,3.0,0.94,700.0
206,periodic,6.191054078721999,25.0,18.0,718.0,1.5,1.2,700.0
250,periodic,6.980434089539386,35.0,25.0,725.0,1.75,0.45,700.0
